"glytoucan_ac","sequence_glycam_iupac"
"G02942YF","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAca1-"
"G02998EX","DGlcpa1-6DGlcpa1-6DGlcpa1-"
"G03019FG","DManpa1-2DManpb1-3[DManpb1-2DManpa1-6]DManpb1-6[DManpa1-2DManpa1-2DManpb1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03022UF","DManpa1-2DManpa1-2[DGlcpa1-3]DManpb1-3DGlcpNAca1-"
"G03032GA","DGalpNAca1-3[LFucpa1-2]DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-"
"G03044ED","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-3DGalpb1-4]DGlcpNAcb1-"
"G03053IU","DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-"
"G03065ZA","DGlcpb1-3[DGlcpb1-6]DGlcpa1-"
"G03067VG","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G03075ZE","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4[DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G03081TH","DGlcpNAcb1-2DManpb1-2DManpb1-4DGlcpb1-"
"G03085SQ","DManpa1-2DManpa1-2DManpa1-6DManpa1-6DManpa1-"
"G03091JM","DGlcpb1-4DGlcpb1-4DGalpb1-"
"G03091JW","DNeup5Aca2-3DGalpb1-3DGlcpNAca1-"
"G03106MF","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G03136UJ","DGalpb1-4[DFucpa1-3]DGlcpNAcb1-2DManpa1-3[DGalpb1-4[DFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAca1-"
"G03144EF","DXylpa1-"
"G03172PR","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G03216SJ","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03260OU","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGlcpNAcb1-4[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03272YQ","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G03275SD","DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03277YI","DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-4DGlcpb1-"
"G03286CY","DNeup5Aca2-6DGalpb1-4[LFucpa1-3]DGlcpb1-"
"G03296OS","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4[DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G03304QB","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[LFucpa1-2DGalpb1-3]DGalpNAca1-"
"G03309JT","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-3DGalpb1-"
"G03317ST","DGalpb1-4DGlcpNAca1-4DGalpb1-3DGlcpNAca1-"
"G03321AC","DManpa1-2DManpa1-6DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03340FG","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-3]DGalpNAca1-"
"G03347EL","LFucpa1-2DGalpb1-4DGlcpNAcb1-4[DGalpb1-4DGlcpNAcb1-2]DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03368AU","DGalp[2Me]b1-3[LFucpa1-4]DGlcpNAcb1-"
"G03385XG","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4[DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03412UM","DGlcpNAcb1-3DGlcpNAcb1-6[DGalpb1-3]DGalpNAca1-"
"G03425GP","DGlcpNAcb1-2DManpa1-2DGlcpb1-"
"G03431NA","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03438WE","DNeup5Aca2-6DGalpb1-3[DGlcpNAc[6S]b1-6]DGalpNAcb1-"
"G03439PY","DGlcpa1-2DGalfb1-"
"G03445UI","DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G03473UD","DGalpa1-4DGalpb1-4DGlcpNAcb1-2[DGalpa1-4DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpa1-4DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03480UY","DGlcpb1-4DGalpa1-"
"G03494YC","DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpNAca1-"
"G03499BP","DGalpa1-3DGalpb1-4DGlcpNAcb1-"
"G03506YN","DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-3DGalpNAcb1-4DGalpb1-4DGlcpb1-"
"G03509EL","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-"
"G03542TR","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G03549QM","DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6DGlcpNAcb1-"
"G03550OO","DGalpNAca1-3DGlcpNAcb1-"
"G03564IA","LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G03574EH","LFucpa1-2DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAca1-"
"G03595ET","DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03600YM","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAca1-"
"G03637TP","DGlcpb1-6DGlcpb1-6DGalpb1-"
"G03652XH","DManpa1-4DManpb1-3DManpa1-4DGlcpNAca1-4DGlcpNAcb1-"
"G03663BL","DGlcpNAca1-4DGalpb1-3DGlcpNAca1-"
"G03674DI","DGalpa1-2DGlcpb1-4DGlcpb1-"
"G03674DU","DGalpNAca1-3DGalpb1-3DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpNAca1-"
"G03714XC","DGalpb1-6DGalpb1-3DGalpNAcb1-"
"G03723FD","DGalpb1-3DGalpa1-4DGalpb1-"
"G03723SL","DGlcpa1-6DGlcpa1-1DGlcpa1-"
"G03727RK","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-2DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03739GM","DGalpa1-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-8DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G03754YM","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G03756VW","DGlcpNAcb1-4DGalpb1-"
"G03767RW","LFucpa1-6DGlcpb1-"
"G03789VH","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3DManpb1-4DGlcpNAcb1-"
"G03792OA","LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6DGalpNAca1-"
"G03805HR","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpb1-"
"G03819SO","DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-6[DGalpNAca1-3][LFucpa1-2]DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G03847RK","LFucpa1-2DGalpb1-4[LFucpa1-2]DGalpb1-3DGalpNAca1-"
"G03861VK","DGlcpb1-4DGlcpb1-4DGlcpa1-"
"G03862KK","DGlcpa1-1DXylpa1-"
"G03877AD","DGalpa1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-6DGalpNAcb1-"
"G03889QT","DManpa1-6DManpa1-6DManpa1-6DManpa1-"
"G03895SR","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4[DGalp[3S]b1-4DGlcpNAcb1-2]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G03900NK","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-3]DGalpNAca1-"
"G03934XO","DManpa1-2DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-"
"G03948VT","DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpb1-4[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03951JJ","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03962UN","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-4][DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G03965VN","DGalpb1-3DGlcpNAc[6S]b1-2/4DManpa1-"
"G03975EI","DGalpb1-3DGlcpNAcb1-6[DGalpb1-3]DGalpNAca1-"
"G03990GS","LFucpa1-2LFucpa1-3DGlcpNAcb1-"
"G04065SU","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4[DFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpb1-6]DGlcpNAca1-"
"G04089RG","DGlcpNAcb1-2DManpa1-6[DManpb1-3]DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04099VY","LFucpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04114CX","DGalpb1-3DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAca1-"
"G04118VH","DManpa1-2[DManpa1-6]DManpb1-"
"G04165AB","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-"
"G04187IN","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-"
"G04189PE","DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-"
"G04213EK","DGalpb1-3DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G04214MY","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G04216GB","DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04267XF","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGalpNAcb1-"
"G04269TC","DGalpb1-4[DFucpa1-6]DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-3]DGlcpNAcb1-"
"G04273XP","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04286YE","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2/4DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2/4DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04289KQ","DGalp[6S]b1-3[DNeup5Aca2-6]DGalpNAcb1-"
"G04295FF","DXylpb1-4LArapa1-6DGlcpb1-"
"G04302CX","DManpa1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-"
"G04357GL","DGlcpb1-6DGlcpa1-4DGlcpa1-4DGlcpa1-4DGlcpa1-4DGlcpa1-"
"G04368OY","LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G04381AZ","DManpa1-3LFucpa1-3DGlcpNAcb1-"
"G04414GO","DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-6DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04428BJ","LFucpa1-2DGalpb1-3[DGalp[3S]b1-4DGlcpNAcb1-6]DGalpNAcb1-"
"G04433GV","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGalpNAcb1-4[DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G04462ZS","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G04467BX","LFucpa1-2DGalpb1-4DGlcpNAcb1-2[LFucpa1-2DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04471LY","DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G04483QG","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGalpNAcb1-"
"G04483SK","DGalpb1-4DGlcpNAcb1-4DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04497XO","DGalp[6S]b1-4DGlcpb1-"
"G04522ZB","DGlcpa1-4DGalpb1-3DGalpNAca1-"
"G04527KW","DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAcb1-"
"G04544OS","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G04554UL","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-4DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04561MG","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2/4DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2/4DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04576KS","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3[DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04602LA","DGlcpb1-3DGalpNAca1-"
"G04608YG","DGalpb1-3DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-3DGalpNAca1-"
"G04618ND","DGalpNAcb1-3DGalpa1-3DGalpa1-3DGalpa1-3DGalpa1-4DGalpb1-4DGlcpb1-"
"G04620DQ","DGalpb1-4DGlcpNAcb1-2[DGalpb1-5DGlcpNAcb1-5]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04624DG","DGalpa1-3[LFucpa1-2]DGalpb1-4[LFucpa1-3]DGlcpNAcb1-"
"G04708ME","DNeup5Aca2-3DGalpb1-4[DFucpa1-3]DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAca1-"
"G04715SK","DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G04743RS","DNeup5Aca2-6DGalpNAcb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04744XB","DGalpb1-4DGlcpNAcb1-6DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04765GH","DGalpb1-3DGlcpNAcb1-3DGalpb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-"
"G04774ZB","DGlcpb1-3DGlcpb1-4DGalpb1-"
"G04779EY","DGlcpNAcb1-4DManpb1-4DGlcpNAcb1-"
"G04783EJ","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04791QM","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04791YX","DNeup5Aca2-6DGalpa1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04792UK","DManpa1-4DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-4DManpa1-4DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04829KA","DGalpb1-4DGlcpb1-6DGalpNAca1-"
"G04829RO","DGalpNAcb1-4DGlcpNAcb1-2DManpa1-3[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G04836KE","LFucpa1-3[LFucpa1-6]DGlcpNAcb1-"
"G04842IW","LFucpa1-2DGalpb1-3[DGalpb1-4DGlcpNAc[6S]b1-6]DGalpNAca1-"
"G04854NQ","DManpa1-6DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G04866JA","DGalpb1-4DGlcpNAcb1-6[DGalpb1-3]DGlcpNAca1-"
"G04918QS","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGalpb1-3[DGlcpNAca1-4DGalpb1-6]DGalpb1-4DGlcpb1-"
"G04937DD","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAca1-4[DFucpb1-6]DGlcpNAca1-"
"G04941YC","DGalpb1-4[DGlcpb1-6]DGlcpNAcb1-3DGalpb1-"
"G04984FA","DGlcpb1-2[DGlcpb1-6]DGlcpa1-"
"G04987NY","DGlcpa1-3DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G04989WY","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4[DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G05026ZL","DGlcpNAcb1-4DGlcpNAca1-"
"G05031SD","DGalpNAcb1-4DGlcpNAcb1-3DGalpa1-"
"G05057XI","DGalpb1-2[DGlcpb1-4]DGalpb1-"
"G05068FP","DManpa1-6DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-"
"G05098FE","DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-4]DManpa1-3/6[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-3/6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G05107KY","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-6DGalpNAcb1-"
"G05143WC","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G05148UV","DNeup5Aca2-3DGalpb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G05151WT","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGalpNAc[4S]b1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G05181BG","DManpa1-2DManpa1-2[DManpa1-2DManpa1-6]DManpa1-3[DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6]DManpb1-4DGlcpNAcb1-"
"G05189JQ","DGlcpa1-4DGalpa1-"
"G05195BC","DNeup5Aca2-6DGalpb1-3[LFucpa1-4]DGlcpNAcb1-"
"G05212BT","DGalpb1-3DGlcpNAcb1-4DGalpb1-4DGlcpb1-"
"G05216VK","DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAca1-4DGlcpNAcb1-"
"G05241IE","DManpa1-3[DManpa1-6]DManpa1-3/6[DManpa1-3/6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G05252XR","DNeup5Aca2-3DGalpNAca1-"
"G05260RH","DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G05261VC","DGlcpNAcb1-2DManpa1-6DGlcpb1-"
"G05286IK","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-"
"G05297EK","DGalpNAc[3S]b1-3DGalpa1-4DGalpb1-4DGlcpb1-"
"G05303BZ","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G05307LM","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G05337KJ","LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpb1-"
"G05353EZ","DGlcpb1-2[DGlcpb1-3]DGlcpb1-"
"G05357CB","DGalpb1-4DGalpNAcb1-4DGalpb1-4DGlcpb1-"
"G05368PM","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G05374TU","DGalpNAcb1-3DGalpb1-4DGalpb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G05390PH","DManpa1-2DManpa1-2DManpa1-3[DManpa1-3[DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAca1-4DGlcpNAcb1-"
"G05411CR","DLyxfa1-"
"G05421OW","DManpa1-2DManpa1-6DManpa1-6DManpa1-6[DManpa1-2DManpa1-2]DManpa1-3[DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G05484KA","DManpb1-3[DManpa1-6]DManpa1-4DGlcpNAcb1-4[LFucpb1-6]DGlcpNAca1-"
"G05546WG","DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G05561CF","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G05562YT","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-3]DGalpNAca1-"
